year,month,tmax_c,tmax_estimated,tmin_c,tmin_estimated,air_frost_days,air_frost_estimated,rain_mm,rain_estimated,sun_hours,sun_estimated
1977,1,5.4,False,0.7,False,11.0,False,75.9,False,35.4,False
1977,2,8.9,False,3.3,False,4.0,False,114.4,False,74.4,False
1977,3,10.5,False,4.3,False,4.0,False,59.8,False,87.2,False
1977,4,11.6,False,3.8,False,4.0,False,40.7,False,157.9,False
1977,5,15.7,False,6.1,False,0.0,False,43.1,False,217.5,False
1977,6,16.7,False,8.5,False,0.0,False,86.9,False,123.2,False
1977,7,21.0,False,12.0,False,0.0,False,5.8,False,193.6,False
1977,8,19.7,False,12.2,False,0.0,False,129.0,False,123.4,False
1977,9,17.5,False,10.4,False,0.0,False,7.8,False,101.8,False
1977,10,15.4,False,8.3,False,0.0,False,32.8,False,107.3,False
1977,11,9.6,False,3.8,False,7.0,False,46.6,False,102.4,False
1977,12,8.9,False,3.9,False,2.0,False,67.8,False,45.2,False
1978,1,6.2,False,0.7,False,11.0,False,68.2,False,53.6,False
1978,2,5.5,False,0.4,False,15.0,False,45.6,False,58.9,False
1978,3,10.8,False,3.3,False,3.0,False,52.3,False,128.1,False
1978,4,10.2,False,3.3,False,5.0,False,45.2,False,113.6,False
1978,5,17.0,False,7.1,False,0.0,False,48.5,False,202.8,False
1978,6,19.1,False,9.6,False,0.0,False,39.9,False,171.7,False
1978,7,20.0,False,11.5,False,0.0,False,82.4,False,146.4,False
1978,8,20.2,False,11.4,False,0.0,False,32.6,False,157.4,False
1978,9,19.1,False,10.6,False,0.0,False,24.4,False,159.3,False
1978,10,16.2,False,8.1,False,0.0,False,5.4,False,87.5,False
1978,11,11.6,False,5.5,False,5.0,False,22.8,False,77.3,False
1978,12,7.1,False,2.2,False,12.0,False,109.5,False,34.3,False
1979,1,3.2,False,-3.1,False,23.0,False,56.8,False,72.0,False
1979,2,3.8,False,-0.9,False,18.0,False,56.2,False,67.3,False
1979,3,8.4,False,2.1,False,2.0,False,110.3,False,92.9,False
1979,4,12.3,False,4.8,False,3.0,False,38.9,False,126.4,False
1979,5,15.2,False,6.8,False,2.0,False,124.8,False,190.9,False
1979,6,19.0,False,10.7,False,0.0,False,43.6,False,166.6,False
1979,7,22.5,False,13.0,False,0.0,False,16.6,False,192.2,False
1979,8,20.3,False,11.7,False,0.0,False,60.8,False,167.4,False
1979,9,18.6,False,9.6,False,0.0,False,17.0,False,171.0,False
1979,10,15.5,False,8.0,False,0.0,False,59.8,False,117.0,False
1979,11,10.5,False,3.9,False,4.0,False,39.4,False,70.0,False
1979,12,8.9,False,3.8,False,3.0,False,127.7,False,59.7,False
1980,1,5.3,False,-0.3,False,15.0,False,36.7,False,84.0,False
1980,2,9.5,False,3.2,False,5.0,False,39.8,False,58.8,False
1980,3,8.5,False,2.3,False,7.0,False,69.8,False,86.7,False
1980,4,13.7,False,4.9,False,0.0,False,14.1,False,165.4,False
1980,5,16.6,False,6.3,False,1.0,False,35.5,False,228.7,False
1980,6,19.0,False,10.7,False,0.0,False,89.4,False,186.7,False
1980,7,19.7,False,11.2,False,0.0,False,59.5,False,168.9,False
1980,8,21.2,False,12.8,False,0.0,False,63.6,False,169.0,False
1980,9,19.2,False,12.2,False,0.0,False,65.6,False,136.4,False
1980,10,13.0,False,6.0,False,0.0,False,84.9,False,111.8,False
1980,11,9.1,False,4.4,False,3.0,False,42.5,False,61.4,False
1980,12,8.5,False,2.9,False,7.0,False,32.9,False,64.4,False
1981,1,7.3,False,2.4,False,8.0,False,39.2,False,50.9,False
1981,2,6.2,False,0.2,False,15.0,False,20.9,False,75.3,False
1981,3,11.1,False,6.4,False,0.0,False,129.7,False,57.8,False
1981,4,12.0,False,4.4,False,2.0,False,43.9,False,110.4,False
1981,5,15.7,False,8.2,False,0.0,False,87.7,False,98.3,False
1981,6,18.1,False,10.4,False,0.0,False,26.1,False,122.8,False
1981,7,21.3,False,12.3,False,0.0,False,34.0,False,129.0,False
1981,8,22.2,False,12.7,False,0.0,False,38.8,False,199.8,False
1981,9,19.8,False,11.0,False,0.0,False,92.5,False,157.3,False
1981,10,12.3,False,5.7,False,1.0,False,64.7,False,101.9,False
1981,11,10.8,False,4.9,False,2.0,False,31.4,False,43.7,False
1981,12,3.6,False,-2.0,False,18.0,False,74.0,False,57.5,False
1982,1,5.5,False,-0.1,False,13.0,False,57.2,False,55.0,False
1982,2,7.9,False,2.7,False,5.0,False,32.0,False,33.8,False
1982,3,10.3,False,2.9,False,2.0,False,96.2,False,144.7,False
1982,4,13.8,False,4.9,False,0.0,False,27.4,False,164.4,False
1982,5,17.5,False,7.2,False,1.0,False,35.9,False,187.2,False
1982,6,21.3,False,12.7,False,0.0,False,69.4,False,148.4,False
1982,7,22.0,False,12.8,False,0.0,False,23.5,False,151.4,False
1982,8,21.2,False,12.9,False,0.0,False,37.9,False,159.8,False
1982,9,20.1,False,10.6,False,0.0,False,51.9,False,141.0,False
1982,10,13.6,False,7.8,False,0.0,False,83.4,False,66.3,False
1982,11,10.8,False,6.1,False,4.0,False,77.3,False,68.5,False
1982,12,7.7,False,1.9,False,9.0,False,62.4,False,60.4,False
1983,1,9.8,False,4.7,False,2.0,False,45.7,False,54.9,False
1983,2,4.8,False,-0.7,False,17.0,False,23.8,False,74.0,False
1983,3,10.3,False,3.3,False,4.0,False,42.5,False,89.5,False
1983,4,11.8,False,3.7,False,2.0,False,89.5,False,150.5,False
1983,5,14.8,False,7.8,False,0.0,False,106.3,False,126.8,False
1983,6,19.6,False,11.0,False,0.0,False,19.4,False,180.3,False
1983,7,26.8,False,15.4,False,0.0,False,21.7,False,257.5,False
1983,8,23.5,False,13.3,False,0.0,False,24.0,False,214.5,False
1983,9,18.0,False,11.1,False,0.0,False,59.4,False,92.4,False
1983,10,14.3,False,7.7,False,1.0,False,53.0,False,119.7,False
1983,11,10.4,False,5.2,False,6.0,False,42.6,False,44.3,False
1983,12,8.7,False,3.2,False,8.0,False,49.8,False,62.9,False
1984,1,7.5,False,1.5,False,7.0,False,81.5,False,86.1,False
1984,2,6.4,False,1.0,False,7.0,False,35.4,False,66.0,False
1984,3,8.2,False,2.4,False,1.0,False,50.3,False,48.8,False
1984,4,13.9,False,3.4,False,5.0,False,1.6,False,236.8,False
1984,5,14.5,False,6.0,False,0.0,False,72.0,False,143.4,False
1984,6,20.8,False,10.8,False,0.0,False,30.0,False,244.3,False
1984,7,23.9,False,12.2,False,0.0,False,13.6,False,249.4,False
1984,8,23.6,False,13.6,False,0.0,False,32.7,False,199.8,False
1984,9,17.9,False,11.2,False,0.0,False,91.1,False,99.6,False
1984,10,15.0,False,8.6,False,1.0,False,54.4,False,88.6,False
1984,11,11.3,False,6.0,False,0.0,False,101.6,False,53.8,False
1984,12,8.3,False,2.7,False,8.0,False,44.5,False,57.6,False
1985,1,3.9,False,-1.9,False,22.0,False,44.4,False,51.1,False
1985,2,5.5,False,-0.8,False,15.0,False,34.7,False,78.0,False
1985,3,8.9,False,1.4,False,10.0,False,36.7,False,112.4,False
1985,4,13.1,False,5.1,False,3.0,False,32.7,False,138.3,False
1985,5,15.7,False,7.3,False,0.0,False,80.5,False,178.3,False
1985,6,17.5,False,9.0,False,0.0,False,122.5,False,165.0,False
1985,7,21.6,False,12.7,False,0.0,False,45.8,False,216.0,False
1985,8,19.0,False,12.1,False,0.0,False,67.0,False,164.9,False
1985,9,19.4,False,11.2,False,0.0,False,19.4,False,143.3,False
1985,10,14.5,False,7.9,False,0.0,False,29.1,False,100.8,False
1985,11,7.4,False,1.7,False,10.0,False,41.1,False,86.1,True
1985,12,9.4,False,5.1,False,5.0,False,108.1,False,44.2,False
1986,1,6.7,False,1.1,False,9.0,False,67.3,False,76.4,False
1986,2,1.0,False,-4.1,False,24.0,False,7.3,False,71.2,False
1986,3,9.2,False,2.1,False,4.0,False,58.0,False,127.3,False
1986,4,10.2,False,3.1,False,2.0,False,70.4,False,139.6,False
1986,5,15.7,False,8.0,False,0.0,False,70.7,False,205.6,False
1986,6,20.6,False,10.5,False,0.0,False,22.3,False,222.7,False
1986,7,21.5,False,12.8,False,0.0,False,37.1,False,201.2,False
1986,8,18.4,False,11.0,False,0.0,False,114.3,False,147.0,False
1986,9,16.6,False,7.5,False,0.0,False,39.0,False,171.6,False
1986,10,15.3,False,7.8,False,0.0,False,75.1,False,119.7,False
1986,11,11.4,False,5.4,False,0.0,False,78.4,False,77.9,False
1986,12,9.2,False,3.8,False,1.0,False,64.2,False,64.8,False
1987,1,3.0,False,-1.4,False,20.0,False,9.9,False,68.8,False
1987,2,7.1,False,1.0,False,13.0,False,34.0,False,67.8,False
1987,3,8.2,False,1.5,False,13.0,False,53.9,False,111.6,False
1987,4,15.2,False,6.6,False,0.0,False,51.4,False,158.7,False
1987,5,15.2,False,6.5,False,0.0,False,48.7,False,168.7,False
1987,6,17.8,False,10.4,False,0.0,False,86.0,False,129.3,False
1987,7,21.2,False,12.7,False,0.0,False,29.3,False,179.4,False
1987,8,21.0,False,12.5,False,0.0,False,34.0,False,158.2,False
1987,9,18.6,False,10.9,False,0.0,False,25.4,False,132.3,False
1987,10,14.0,False,6.7,False,1.0,False,138.8,False,109.5,False
1987,11,9.0,False,4.3,False,2.0,False,58.2,False,43.9,False
1987,12,8.0,False,3.7,False,7.0,False,26.0,False,42.9,False
1988,1,8.1,False,3.3,False,4.0,False,100.0,False,47.7,False
1988,2,8.1,False,2.3,False,5.0,False,33.8,False,103.7,False
1988,3,10.2,False,3.8,False,4.0,False,59.1,False,85.2,False
1988,4,12.6,False,4.6,False,3.0,False,30.2,False,132.0,False
1988,5,17.1,False,7.8,False,0.0,False,32.0,False,178.1,False
1988,6,18.7,False,10.3,False,0.0,False,59.6,False,142.3,False
1988,7,18.9,False,11.6,False,0.0,False,96.5,False,138.8,False
1988,8,20.4,False,11.9,False,0.0,False,38.8,False,178.8,False
1988,9,17.9,False,10.4,False,0.0,False,39.6,False,136.9,False
1988,10,14.5,False,8.0,False,2.0,False,38.6,False,120.0,False
1988,11,9.1,False,1.6,False,15.0,False,29.5,False,91.4,False
1988,12,10.1,False,5.4,False,0.0,False,13.4,False,46.7,False
1989,1,9.1,False,3.6,False,5.0,False,33.4,False,68.2,False
1989,2,9.9,False,3.0,False,4.0,False,55.1,False,107.0,False
1989,3,12.0,False,4.6,False,1.0,False,47.0,False,100.9,False
1989,4,11.0,False,3.6,False,1.0,False,63.8,False,133.9,False
1989,5,19.7,False,8.6,False,0.0,False,29.2,False,300.8,False
1989,6,20.8,False,10.5,False,0.0,False,45.9,False,244.4,False
1989,7,24.9,False,14.0,False,0.0,False,29.4,False,280.4,False
1989,8,23.4,False,12.4,False,0.0,False,43.3,False,269.5,False
1989,9,19.9,False,11.9,False,0.0,False,23.8,False,141.6,False
1989,10,15.9,False,8.9,False,0.0,False,53.9,False,90.8,False
1989,11,9.8,False,3.2,False,7.0,False,32.5,False,104.1,False
1989,12,8.2,False,3.3,False,4.0,False,141.5,False,26.5,False
1990,1,10.0,False,4.5,False,1.0,False,75.0,False,58.3,False
1990,2,11.3,False,5.3,False,0.0,False,94.2,False,95.7,False
1990,3,12.7,False,5.0,False,2.0,False,18.4,False,144.1,False
1990,4,13.7,False,3.3,False,5.0,False,20.4,False,234.4,False
1990,5,19.2,False,7.8,False,0.0,False,8.7,False,285.0,False
1990,6,18.2,False,10.7,False,0.0,False,48.8,False,121.1,False
1990,7,23.8,False,12.2,False,0.0,False,17.7,False,268.5,False
1990,8,24.7,False,14.0,False,0.0,False,26.5,False,236.6,False
1990,9,18.7,False,9.4,False,0.0,False,41.1,False,164.7,False
1990,10,15.8,False,9.3,False,0.0,False,45.9,False,124.4,False
1990,11,9.8,False,4.3,False,1.0,False,20.0,False,83.7,False
1990,12,6.9,False,1.7,False,10.0,False,56.3,False,58.8,False
1991,1,6.4,False,1.2,False,8.0,False,60.9,False,66.9,False
1991,2,4.7,False,-1.6,False,18.0,False,20.5,False,60.0,False
1991,3,11.5,False,5.1,False,2.0,False,46.1,False,87.2,False
1991,4,12.2,False,4.6,False,1.0,False,56.3,False,156.6,False
1991,5,15.3,False,7.4,False,0.0,False,8.6,False,142.9,False
1991,6,16.8,False,9.0,False,0.0,False,74.8,False,150.0,False
1991,7,22.2,False,13.7,False,0.0,False,92.8,False,217.3,False
1991,8,23.2,False,13.3,False,0.0,False,11.6,False,241.4,False
1991,9,20.2,False,10.6,False,0.0,False,42.9,False,165.4,False
1991,10,13.4,False,7.3,False,0.0,False,34.2,False,79.4,False
1991,11,9.9,False,4.5,False,2.0,False,62.2,False,57.4,False
1991,12,7.0,False,1.6,False,11.0,False,15.9,False,58.4,False
1992,1,5.9,False,1.5,False,12.0,False,30.4,False,46.8,False
1992,2,8.9,False,2.1,False,8.0,False,22.0,False,67.3,False
1992,3,11.0,False,4.8,False,1.0,False,47.7,False,73.3,False
1992,4,13.2,False,5.6,False,2.0,False,57.7,False,139.2,False
1992,5,19.7,False,9.1,False,0.0,False,62.2,False,262.7,False
1992,6,21.4,False,11.7,False,0.0,False,43.4,False,212.2,False
1992,7,21.1,False,13.5,False,0.0,False,70.1,False,164.0,False
1992,8,20.3,False,12.8,False,0.0,False,108.9,False,173.6,False
1992,9,17.6,False,10.8,False,0.0,False,106.9,False,120.2,False
1992,10,11.2,False,5.2,False,2.0,False,75.7,False,101.3,False
1992,11,10.9,False,4.7,False,0.0,False,119.9,False,61.5,False
1992,12,6.4,False,1.3,False,11.0,False,50.7,False,47.2,False
1993,1,9.6,False,3.5,False,5.0,False,82.4,False,38.0,False
1993,2,7.1,False,2.4,False,4.0,False,7.1,False,54.7,False
1993,3,11.0,False,3.9,False,3.0,False,32.7,False,135.0,False
1993,4,13.2,False,6.6,False,0.0,False,69.2,False,111.9,False
1993,5,16.6,False,8.0,False,0.0,False,56.6,False,196.7,False
1993,6,20.7,False,11.5,False,0.0,False,40.1,False,231.4,False
1993,7,20.8,False,12.3,False,0.0,False,51.3,False,190.0,False
1993,8,20.5,False,11.1,False,0.0,False,26.7,False,238.3,False
1993,9,16.7,False,9.3,False,0.0,False,96.1,False,107.7,False
1993,10,11.9,False,6.0,False,3.0,False,112.4,False,120.0,False
1993,11,8.0,False,2.6,False,8.0,False,51.0,False,76.3,False
1993,12,8.7,False,3.4,False,4.0,False,98.0,False,55.0,False
1994,1,8.5,False,3.3,False,2.0,False,82.2,False,87.0,False
1994,2,6.7,False,1.3,False,8.0,False,62.4,False,77.6,False
1994,3,11.7,False,5.3,False,0.0,False,41.9,False,127.6,False
1994,4,12.5,False,5.1,False,0.0,False,52.0,False,177.7,False
1994,5,15.3,False,7.6,False,0.0,False,84.5,False,162.1,False
1994,6,20.6,False,11.0,False,0.0,False,13.5,False,254.9,False
1994,7,24.8,False,13.8,False,0.0,False,54.2,False,248.3,False
1994,8,21.1,False,13.0,False,0.0,False,52.5,False,191.8,False
1994,9,16.6,False,10.4,False,0.0,False,62.6,False,113.1,False
1994,10,14.1,False,6.9,False,0.0,False,67.4,False,137.5,False
1994,11,12.7,False,8.4,False,0.0,False,55.7,False,46.7,False
1994,12,9.6,False,3.9,False,5.0,False,74.6,False,68.2,False
1995,1,8.5,False,2.2,False,7.0,False,116.3,False,61.8,False
1995,2,10.4,False,4.4,False,1.0,False,66.0,False,74.9,False
1995,3,10.5,False,2.0,False,6.0,False,49.3,False,198.7,False
1995,4,14.3,False,5.4,False,3.0,False,18.9,False,190.1,False
1995,5,17.8,False,7.8,False,0.0,False,54.1,False,233.5,False
1995,6,20.0,False,10.4,False,0.0,False,6.6,False,194.4,False
1995,7,25.1,False,13.9,False,0.0,False,37.8,False,247.6,False
1995,8,26.4,False,13.9,False,0.0,False,4.4,False,285.1,False
1995,9,18.3,False,10.3,False,0.0,False,98.8,False,135.3,False
1995,10,17.3,False,10.3,False,0.0,False,33.2,False,139.9,False
1995,11,11.3,False,5.2,False,5.0,False,98.2,False,78.1,False
1995,12,4.6,False,0.2,False,15.0,False,99.8,False,40.9,False
1996,1,6.6,False,3.1,False,7.0,False,35.5,True,29.3,False
1996,2,6.2,False,-0.1,False,17.0,False,60.8,True,103.4,False
1996,3,8.4,False,1.8,False,9.0,False,27.1,True,76.4,False
1996,4,13.8,False,4.8,False,5.0,False,49.3,False,148.3,False
1996,5,14.1,False,5.6,False,1.0,False,35.7,False,185.7,False
1996,6,21.2,False,10.2,False,0.0,False,23.7,True,290.7,False
1996,7,23.3,False,12.7,False,0.0,False,25.5,True,256.6,False
1996,8,22.4,False,12.5,False,0.0,False,53.1,True,211.6,False
1996,9,18.4,False,10.3,False,0.0,False,16.1,True,125.3,False
1996,10,15.8,False,8.6,False,0.0,False,33.0,True,130.8,False
1996,11,9.6,False,2.9,False,10.0,False,81.6,True,101.0,False
1996,12,5.5,False,0.9,False,13.0,False,16.2,True,55.5,False
1997,1,5.1,False,-0.2,False,16.0,False,11.9,False,51.4,False
1997,2,10.4,False,4.2,False,3.0,False,76.5,False,64.2,False
1997,3,13.3,False,5.5,False,0.0,False,7.2,True,150.2,False
1997,4,14.5,False,4.9,False,2.0,False,17.5,True,189.9,False
1997,5,17.4,False,7.4,False,1.0,False,61.2,True,261.4,False
1997,6,18.9,False,11.3,False,0.0,False,66.7,True,137.1,False
1997,7,22.8,False,12.9,False,0.0,False,25.4,True,231.7,False
1997,8,24.9,False,15.7,False,0.0,False,104.2,True,172.0,False
1997,9,19.7,False,10.7,False,0.0,False,18.5,False,169.7,False
1997,10,14.9,False,6.6,False,6.0,False,57.2,False,153.8,False
1997,11,11.7,False,6.1,False,1.0,False,94.6,False,47.1,False
1997,12,9.0,False,3.6,False,6.0,False,58.7,False,55.7,False
1998,1,8.3,False,2.9,False,9.0,False,60.0,False,64.0,False
1998,2,11.5,False,4.1,False,4.0,False,8.7,False,113.0,False
1998,3,11.8,False,5.4,False,1.0,False,57.4,False,77.5,False
1998,4,11.9,False,5.1,False,1.0,False,107.7,False,105.8,False
1998,5,18.7,False,9.1,False,0.0,False,20.9,False,199.8,False
1998,6,19.1,False,11.5,False,0.0,False,75.9,False,114.0,False
1998,7,21.0,False,12.4,False,0.0,False,29.5,False,157.0,False
1998,8,22.4,False,11.9,False,0.0,False,26.8,False,225.0,False
1998,9,19.6,False,11.8,False,0.0,False,119.4,False,133.8,True
1998,10,14.4,False,8.2,False,0.0,False,116.4,False,94.5,False
1998,11,9.3,False,2.2,False,7.0,False,69.9,False,66.3,False
1998,12,9.4,False,3.2,False,8.0,False,72.7,False,38.1,False
1999,1,9.0,False,3.4,False,4.0,False,91.9,False,51.1,False
1999,2,8.6,False,2.9,False,5.0,False,32.9,False,81.3,False
1999,3,11.6,False,4.8,False,1.0,False,28.8,False,97.4,False
1999,4,14.3,False,6.1,False,2.0,False,57.6,False,147.6,False
1999,5,18.2,False,9.7,False,0.0,False,50.9,False,153.6,False
1999,6,19.7,False,10.1,False,0.0,False,65.3,False,202.1,False
1999,7,24.2,False,13.3,False,0.0,False,7.2,False,235.4,False
1999,8,21.6,False,12.9,False,0.0,False,98.3,False,159.2,False
1999,9,20.8,False,12.4,False,0.0,False,102.1,False,155.2,False
1999,10,15.1,False,7.1,False,0.0,False,70.8,False,144.8,False
1999,11,10.8,False,5.3,False,0.0,False,41.1,False,81.1,False
1999,12,8.3,False,1.7,False,9.0,False,89.8,False,60.9,False
2000,1,8.1,False,2.0,False,9.0,False,19.8,False,82.1,False
2000,2,10.2,False,3.8,False,3.0,False,78.3,False,104.9,False
2000,3,11.7,False,4.2,False,2.0,False,11.9,False,112.6,False
2000,4,12.4,False,4.8,False,2.0,False,137.2,False,143.4,False
2000,5,17.2,False,8.6,False,0.0,False,67.7,False,189.8,False
2000,6,20.5,False,12.2,False,0.0,False,19.4,False,164.6,False
2000,7,20.8,False,12.3,False,0.0,False,28.5,False,161.2,False
2000,8,22.7,False,13.3,False,0.0,False,58.3,False,209.4,False
2000,9,19.2,False,12.1,False,0.0,False,87.2,False,126.1,False
2000,10,14.3,False,8.2,False,0.0,False,119.5,False,83.9,False
2000,11,10.6,False,4.8,False,0.0,False,99.1,False,69.2,False
2000,12,8.6,False,4.2,False,7.0,False,99.8,False,51.9,False
2001,1,6.4,False,1.2,False,13.0,False,57.4,False,83.3,False
2001,2,8.8,False,2.0,False,10.0,False,68.6,False,85.0,False
2001,3,9.0,False,3.1,False,5.0,False,75.1,False,74.1,False
2001,4,12.9,False,4.8,False,0.0,False,72.7,False,148.2,False
2001,5,18.5,False,7.9,False,0.0,False,35.5,False,198.3,False
2001,6,20.7,False,10.6,False,0.0,False,23.1,False,226.8,False
2001,7,23.4,False,13.4,False,0.0,False,57.2,False,206.1,False
2001,8,22.7,False,12.9,False,0.0,False,92.0,False,184.1,False
2001,9,17.9,False,10.5,False,0.0,False,35.0,False,123.0,False
2001,10,17.0,False,11.1,False,0.0,False,92.4,False,100.9,False
2001,11,11.2,False,3.9,False,5.0,False,38.5,False,86.9,False
2001,12,6.8,False,0.2,False,17.0,False,29.5,False,79.2,False
2002,1,9.2,False,3.4,False,5.0,False,57.4,False,44.4,False
2002,2,11.1,False,4.4,False,3.0,False,70.9,False,80.5,False
2002,3,12.4,False,4.6,False,3.0,False,33.0,False,101.1,False
2002,4,15.2,False,5.2,False,0.0,False,43.0,False,210.0,False
2002,5,16.8,False,8.4,False,0.0,False,58.3,False,177.5,False
2002,6,20.0,False,10.3,False,0.0,False,42.4,False,163.3,False
2002,7,22.1,False,12.0,False,0.0,False,89.6,False,178.8,False
2002,8,22.8,False,12.9,False,0.0,False,53.2,False,166.2,False
2002,9,19.7,False,10.0,False,0.0,False,24.8,False,167.1,False
2002,10,14.8,False,7.1,False,1.0,False,109.4,False,104.8,False
2002,11,11.8,False,6.4,False,0.0,False,133.4,False,52.3,False
2002,12,8.9,False,4.1,False,4.0,False,98.1,False,41.3,False
2003,1,7.6,False,1.8,False,11.0,False,81.4,False,87.7,False
2003,2,8.4,False,0.6,False,15.0,False,17.3,False,94.4,False
2003,3,13.3,False,2.7,False,8.0,False,25.2,False,154.8,False
2003,4,15.3,False,4.6,False,5.0,False,36.8,False,169.8,False
2003,5,17.5,False,8.1,False,0.0,False,48.1,False,191.2,False
2003,6,22.4,False,11.8,False,0.0,False,55.5,False,213.6,False
2003,7,23.7,False,13.4,False,0.0,False,53.8,False,192.0,False
2003,8,25.5,False,13.5,False,0.0,False,3.0,False,228.4,False
2003,9,21.3,False,8.1,False,0.0,False,17.4,False,175.3,False
2003,10,14.0,False,3.9,False,5.0,False,31.7,False,134.8,False
2003,11,12.0,False,5.7,False,1.0,False,89.6,False,78.9,False
2003,12,8.7,False,1.8,False,10.0,False,70.7,False,53.6,True
2004,1,8.8,False,2.7,False,9.0,False,66.1,False,62.7,False
2004,2,8.7,False,2.9,False,11.0,False,25.5,False,79.1,False
2004,3,10.9,False,3.4,False,2.0,False,51.8,False,101.5,False
2004,4,14.7,False,6.2,False,0.0,False,68.8,False,150.3,False
2004,5,18.0,False,8.6,False,0.0,False,41.1,False,195.5,False
2004,6,21.8,False,12.0,False,0.0,False,23.8,False,223.6,False
2004,7,22.0,False,12.2,False,0.0,False,83.1,False,169.5,False
2004,8,23.4,False,14.2,False,0.0,False,135.0,False,194.1,False
2004,9,20.1,False,11.7,False,0.0,False,28.9,False,174.4,False
2004,10,14.7,False,8.6,False,0.0,False,131.4,False,102.4,False
2004,11,10.9,False,5.8,False,1.0,False,34.2,False,52.4,False
2004,12,8.6,False,2.8,False,6.0,False,37.7,False,58.3,False
2005,1,9.4,False,3.8,False,2.0,False,18.2,False,65.4,False
2005,2,7.3,False,2.1,False,10.0,False,20.0,False,66.3,False
2005,3,11.2,False,4.7,False,6.0,False,44.5,False,79.3,False
2005,4,14.3,False,5.7,False,1.0,False,50.2,False,136.3,False
2005,5,17.2,False,7.6,False,0.0,False,31.5,False,226.4,False
2005,6,21.6,False,12.0,False,0.0,False,93.4,False,177.6,False
2005,7,22.3,False,13.4,False,0.0,False,34.9,False,192.0,False
2005,8,23.1,False,12.2,False,0.0,False,31.3,False,235.7,False
2005,9,20.9,False,11.9,False,0.0,False,38.5,False,155.4,False
2005,10,17.1,False,10.9,False,0.0,False,53.4,False,92.0,False
2005,11,9.9,False,3.1,False,11.0,False,38.6,False,88.0,False
2005,12,7.7,False,1.8,False,11.0,False,50.2,False,55.7,False
2006,1,7.2,False,2.2,False,8.0,False,16.6,False,54.9,False
2006,2,6.6,False,0.8,False,12.0,False,33.0,False,73.1,False
2006,3,9.2,False,2.0,False,10.0,False,59.3,False,95.5,False
2006,4,13.9,False,5.4,False,2.0,False,36.3,False,152.5,False
2006,5,17.6,False,9.0,False,0.0,False,104.7,False,165.7,False
2006,6,23.1,False,11.7,False,0.0,False,5.3,False,246.2,False
2006,7,27.1,False,14.9,False,0.0,False,87.3,False,303.7,False
2006,8,21.8,False,13.1,False,0.0,False,58.7,False,167.2,False
2006,9,22.1,False,13.5,False,0.0,False,90.8,False,156.5,False
2006,10,17.2,False,10.6,False,0.0,False,118.0,False,109.0,False
2006,11,12.1,False,5.1,False,4.0,False,86.4,False,101.2,False
2006,12,9.4,False,4.3,False,6.0,False,68.7,False,42.7,False
2007,1,10.4,False,4.8,False,4.0,False,73.3,False,79.8,False
2007,2,9.7,False,3.7,False,7.0,False,81.0,False,67.6,False
2007,3,12.0,False,3.7,False,2.0,False,36.9,False,165.4,False
2007,4,17.8,False,5.6,False,0.0,False,1.8,False,210.7,False
2007,5,17.5,False,7.1,False,0.0,False,135.2,False,165.5,False
2007,6,20.5,False,11.3,False,0.0,False,78.8,False,149.0,False
2007,7,20.6,False,12.2,False,0.0,False,105.5,False,195.1,False
2007,8,21.7,False,12.0,False,0.0,False,38.2,False,209.2,False
2007,9,19.2,False,10.3,False,0.0,False,17.7,False,142.6,False
2007,10,15.1,False,7.9,False,0.0,False,68.9,False,102.5,False
2007,11,11.3,False,4.3,False,4.0,False,56.0,False,86.9,False
2007,12,8.3,False,2.4,False,11.0,False,60.6,False,57.2,False
2008,1,10.3,False,4.7,False,0.0,False,81.6,False,62.4,False
2008,2,10.5,False,1.7,False,11.0,False,16.9,False,124.1,False
2008,3,10.6,False,3.5,False,2.0,False,90.3,False,115.2,False
2008,4,13.1,True,4.7,False,3.0,False,46.9,False,161.2,False
2008,5,18.7,True,9.5,False,0.0,False,106.6,False,173.2,False
2008,6,20.1,False,11.1,False,0.0,False,67.3,False,223.8,False
2008,7,22.0,False,12.8,False,0.0,False,90.0,False,198.5,False
2008,8,20.8,False,13.9,False,0.0,False,77.0,False,141.8,False
2008,9,17.8,False,10.2,False,0.0,False,73.5,False,113.5,True
2008,10,14.6,False,5.7,False,1.0,False,39.3,False,132.2,False
2008,11,10.1,False,4.8,False,3.0,False,94.2,False,67.0,False
2008,12,6.9,False,1.3,False,11.0,False,37.3,False,73.5,False
2009,1,6.3,False,0.2,False,16.0,False,47.8,False,69.3,False
2009,2,7.9,False,2.0,False,10.0,False,54.5,False,64.5,False
2009,3,12.4,False,3.2,False,3.0,False,20.2,False,161.4,False
2009,4,15.6,False,6.1,False,0.0,False,36.0,False,168.4,False
2009,5,18.2,False,8.3,False,0.0,False,44.8,False,226.1,False
2009,6,22.0,False,10.7,False,0.0,False,49.3,False,203.3,False
2009,7,22.4,False,13.1,False,0.0,False,72.8,False,212.3,False
2009,8,22.7,False,13.3,False,0.0,False,46.6,False,190.6,False
2009,9,20.2,False,10.6,False,0.0,False,9.0,False,163.7,False
2009,10,16.2,False,8.4,False,0.0,False,44.4,False,109.7,False
2009,11,12.5,False,7.0,False,0.0,False,105.2,False,73.5,False
2009,12,6.8,False,0.8,False,12.0,False,89.9,False,61.5,False
2010,1,4.7,False,-1.0,False,17.0,False,56.4,False,68.2,False
